task_id,state_idx,true_entropy,normalized_entropy,success,final_reward,original_reward,improvement,is_improvement,U,L
9,2,0.8821153044700623,0.3113479986675368,False,80.0,80.0,0.0,False,0.8821153044700623,0.0
9,3,0.3995917737483978,0.1410383635904791,True,100.0,80.0,20.0,True,0.3995917737483978,20.0
10,1,1.4802639484405518,0.5957020351516386,False,50.0,33.33333333333333,16.66666666666667,True,1.4802639484405518,16.66666666666667
10,2,1.4202685356140137,0.5715581049031294,False,33.33333333333333,33.33333333333333,0.0,False,1.4202685356140137,0.0
11,2,1.9438786506652832,0.648882634748652,False,75.0,1.25,73.75,True,1.9438786506652832,73.75
11,4,1.3566510677337646,0.5289192411488415,False,75.0,1.25,73.75,True,1.3566510677337646,73.75
11,5,1.168318271636963,0.44270287671518266,False,75.0,1.25,73.75,True,1.168318271636963,73.75
11,6,1.6871803998947144,0.6577831234705049,False,75.0,1.25,73.75,True,1.6871803998947144,73.75
11,7,1.0144381523132324,0.4082399443052636,False,50.0,1.25,48.75,True,1.0144381523132324,48.75
11,8,1.6827938556671143,0.5715159551866505,False,1.25,1.25,0.0,False,1.6827938556671143,0.0
11,9,1.8327795267105103,0.7375647398532551,False,62.5,1.25,61.25,True,1.8327795267105103,61.25
11,11,1.8362648487091064,0.7389673366062935,False,1.25,1.25,0.0,False,1.8362648487091064,0.0
12,1,1.2171077728271484,0.4898001995088974,False,62.5,62.5,0.0,False,1.2171077728271484,0.0
12,2,1.3583426475524902,0.4613247743164411,False,62.5,62.5,0.0,False,1.3583426475524902,0.0
13,1,1.8538997173309326,0.7460641298091009,False,71.42857142857143,71.42857142857143,0.0,False,1.8538997173309326,0.0
13,2,1.009384036064148,0.39352981107709234,False,71.42857142857143,71.42857142857143,0.0,False,1.009384036064148,0.0
14,1,1.4618977308273315,0.5883109254635595,False,83.33333333333334,66.66666666666666,16.666666666666686,True,1.4618977308273315,16.666666666666686
14,3,1.4618977308273315,0.5883109254635595,True,100.0,66.66666666666666,33.33333333333334,True,1.4618977308273315,33.33333333333334
14,5,1.4618977308273315,0.5883109254635595,True,100.0,66.66666666666666,33.33333333333334,True,1.4618977308273315,33.33333333333334
14,6,0.9736063480377197,0.35115426252300813,False,83.33333333333334,66.66666666666666,16.666666666666686,True,0.9736063480377197,16.666666666666686
15,6,1.359397292137146,0.5470617144725026,False,81.81818181818181,0.0,81.81818181818181,True,1.359397292137146,81.81818181818181
15,8,1.3219048976898193,0.5153727085660958,False,72.72727272727273,0.0,72.72727272727273,True,1.3219048976898193,72.72727272727273
15,9,1.946363925933838,0.6869810669278065,False,81.81818181818181,0.0,81.81818181818181,True,1.946363925933838,81.81818181818181
15,10,1.3557201623916626,0.5285563079239051,False,72.72727272727273,0.0,72.72727272727273,True,1.3557201623916626,72.72727272727273
15,11,1.2055702209472656,0.4700171632785713,False,90.9090909090909,0.0,90.9090909090909,True,1.2055702209472656,90.9090909090909
15,12,1.359397292137146,0.5470617144725026,False,0.0,0.0,0.0,False,1.359397292137146,0.0
15,15,1.0263662338256836,0.40015068166548573,False,81.81818181818181,0.0,81.81818181818181,True,1.0263662338256836,81.81818181818181
15,16,1.1104034185409546,0.4329143635178403,False,90.9090909090909,0.0,90.9090909090909,True,1.1104034185409546,90.9090909090909
16,1,0.7555819153785706,0.30406853128387457,False,80.0,6.0,74.0,True,0.7555819153785706,74.0
16,2,1.2962327003479004,0.4675171221575064,False,60.0,6.0,54.0,True,1.2962327003479004,54.0
16,3,0.7434103488922119,0.29917033259806197,True,100.0,6.0,94.0,True,0.7434103488922119,94.0
16,4,2.0150556564331055,0.6971614121706677,False,80.0,6.0,74.0,True,2.0150556564331055,74.0
16,5,1.188499927520752,0.4782875556400273,False,40.0,6.0,34.0,True,1.188499927520752,34.0
17,7,1.1777472496032715,0.4591697867940976,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.1777472496032715,84.54545454545455
17,8,1.028691053390503,0.4010570619642064,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.028691053390503,84.54545454545455
17,9,1.110593318939209,0.4469356299698257,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.110593318939209,84.54545454545455
17,11,1.110593318939209,0.4469356299698257,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.110593318939209,84.54545454545455
17,12,1.028691053390503,0.4010570619642064,False,40.90909090909091,6.363636363636365,34.54545454545454,True,1.028691053390503,34.54545454545454
17,13,1.1815279722213745,0.4606437818291671,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.1815279722213745,84.54545454545455
17,14,1.2133724689483643,0.4730590354225189,False,90.9090909090909,6.363636363636365,84.54545454545455,True,1.2133724689483643,84.54545454545455
17,15,1.1815279722213745,0.4606437818291671,False,45.45454545454545,6.363636363636365,39.090909090909086,True,1.1815279722213745,39.090909090909086
18,1,1.747377872467041,0.7031965859225007,False,50.0,50.0,0.0,False,1.747377872467041,0.0
18,2,1.3759448528289795,0.4593016755788479,False,60.0,50.0,10.0,False,1.3759448528289795,10.0
18,3,1.910890817642212,0.6378710255623825,False,50.0,50.0,0.0,False,1.910890817642212,0.0
18,4,1.0905295610427856,0.36402771057676475,False,50.0,50.0,0.0,False,1.0905295610427856,0.0
18,5,1.2899385690689087,0.43059207274840633,False,60.0,50.0,10.0,False,1.2899385690689087,10.0
19,1,1.53127121925354,0.616228870965507,False,90.0,0.0,90.0,True,1.53127121925354,90.0
19,3,1.53127121925354,0.616228870965507,False,70.0,0.0,70.0,True,1.53127121925354,70.0
19,4,1.6713117361068726,0.5898997121459664,False,80.0,0.0,80.0,True,1.6713117361068726,80.0
19,5,1.6723101139068604,0.5902520957044026,False,0.0,0.0,0.0,False,1.6723101139068604,0.0
20,1,1.4027248620986938,0.564498011310955,False,83.33333333333334,50.0,33.33333333333334,True,1.4027248620986938,33.33333333333334
20,2,1.160547137260437,0.42855451379301607,False,66.66666666666666,50.0,16.666666666666657,True,1.160547137260437,16.666666666666657
20,3,1.5736262798309326,0.5810919897978432,False,66.66666666666666,50.0,16.666666666666657,True,1.5736262798309326,16.666666666666657
21,1,1.5572149753570557,0.6266694064704239,False,66.66666666666666,44.44444444444444,22.222222222222214,True,1.5572149753570557,22.222222222222214
21,2,1.3501840829849243,0.49858162985139,False,44.44444444444444,44.44444444444444,0.0,False,1.3501840829849243,0.0
21,3,1.726779580116272,0.6949072232808392,False,44.44444444444444,44.44444444444444,0.0,False,1.726779580116272,0.0
21,4,1.2458587884902954,0.4493485739507203,False,44.44444444444444,44.44444444444444,0.0,False,1.2458587884902954,0.0
21,5,1.5749369859695435,0.5680384448427178,False,44.44444444444444,44.44444444444444,0.0,False,1.5749369859695435,0.0
23,1,1.2953459024429321,0.5212855390577528,False,66.66666666666666,33.33333333333333,33.33333333333333,True,1.2953459024429321,33.33333333333333
23,3,1.2953459024429321,0.5212855390577528,False,66.66666666666666,33.33333333333333,33.33333333333333,True,1.2953459024429321,33.33333333333333
23,4,1.6910641193389893,0.5644910709369877,False,50.0,33.33333333333333,16.66666666666667,True,1.6910641193389893,16.66666666666667
23,5,1.1220152378082275,0.3745378876855118,False,50.0,33.33333333333333,16.66666666666667,True,1.1220152378082275,16.66666666666667
23,6,1.9988203048706055,0.667222609482156,False,50.0,33.33333333333333,16.66666666666667,True,1.9988203048706055,16.66666666666667
23,7,0.031120508909225464,0.04489740387328038,False,50.0,33.33333333333333,16.66666666666667,True,0.031120508909225464,16.66666666666667
23,8,1.9988203048706055,0.667222609482156,False,50.0,33.33333333333333,16.66666666666667,True,1.9988203048706055,16.66666666666667
23,9,1.5619232654571533,0.521382794866433,False,33.33333333333333,33.33333333333333,0.0,False,1.5619232654571533,0.0
24,1,1.6807153224945068,0.6763696023099689,False,0.0,0.0,0.0,False,1.6807153224945068,0.0
24,3,1.6807153224945068,0.6763696023099689,False,83.33333333333334,0.0,83.33333333333334,True,1.6807153224945068,83.33333333333334
24,5,1.6807153224945068,0.6763696023099689,False,83.33333333333334,0.0,83.33333333333334,True,1.6807153224945068,83.33333333333334
24,8,1.1693756580352783,0.4217631156959411,False,83.33333333333334,0.0,83.33333333333334,True,1.1693756580352783,83.33333333333334
25,12,1.1345783472061157,0.45658791540636434,False,81.81818181818181,0.0,81.81818181818181,True,1.1345783472061157,81.81818181818181
25,13,1.1997301578521729,0.4677402906073414,True,100.0,0.0,100.0,True,1.1997301578521729,100.0
25,15,1.1345783472061157,0.45658791540636434,False,81.81818181818181,0.0,81.81818181818181,True,1.1345783472061157,81.81818181818181
25,16,1.1997301578521729,0.4677402906073414,True,100.0,0.0,100.0,True,1.1997301578521729,100.0
25,17,1.1999340057373047,0.46781976503615963,False,54.54545454545454,0.0,54.54545454545454,True,1.1999340057373047,54.54545454545454
25,21,1.2525044679641724,0.4883154766079839,False,90.9090909090909,0.0,90.9090909090909,True,1.2525044679641724,90.9090909090909
25,22,0.5600069761276245,0.5097403168560428,False,90.9090909090909,0.0,90.9090909090909,True,0.5600069761276245,90.9090909090909
25,23,1.2525044679641724,0.4883154766079839,True,100.0,0.0,100.0,True,1.2525044679641724,100.0
26,2,2.2275595664978027,0.7565310683152335,False,14.285714285714285,0.0,14.285714285714285,True,2.2275595664978027,14.285714285714285
26,3,1.2551934719085693,0.5051270123228396,False,28.57142857142857,0.0,28.57142857142857,True,1.2551934719085693,28.57142857142857
26,4,1.892427682876587,0.6427124814834254,False,28.57142857142857,0.0,28.57142857142857,True,1.892427682876587,28.57142857142857
26,5,2.075488567352295,0.8352380430586256,False,28.57142857142857,0.0,28.57142857142857,True,2.075488567352295,28.57142857142857
26,6,2.239872455596924,0.7607128119975587,False,28.57142857142857,0.0,28.57142857142857,True,2.239872455596924,28.57142857142857
26,7,2.075488567352295,0.8352380430586256,False,14.285714285714285,0.0,14.285714285714285,True,2.075488567352295,14.285714285714285
26,8,2.2336604595184326,0.758603073564382,False,28.57142857142857,0.0,28.57142857142857,True,2.2336604595184326,28.57142857142857
26,9,2.075488567352295,0.8352380430586256,False,14.285714285714285,0.0,14.285714285714285,True,2.075488567352295,14.285714285714285
27,1,1.1717274188995361,0.4715378016311003,False,11.11111111111111,0.0,11.11111111111111,True,1.1717274188995361,11.11111111111111
27,2,0.8887348175048828,0.32054332846991307,False,0.0,0.0,0.0,False,0.8887348175048828,0.0
27,3,1.7069065570831299,0.6156364062911714,False,0.0,0.0,0.0,False,1.7069065570831299,0.0
27,4,0.0406128466129303,0.05859195240485868,False,33.33333333333333,0.0,33.33333333333333,True,0.0406128466129303,33.33333333333333
28,1,1.3169984817504883,0.5299991779823391,False,71.42857142857143,71.42857142857143,0.0,False,1.3169984817504883,0.0
28,2,1.1297273635864258,0.37711225851506824,False,71.42857142857143,71.42857142857143,0.0,False,1.1297273635864258,0.0
28,3,1.5268303155899048,0.5096684804141552,False,71.42857142857143,71.42857142857143,0.0,False,1.5268303155899048,0.0
29,3,0.08302703499794006,0.11978269165124254,False,83.33333333333334,83.33333333333334,0.0,False,0.08302703499794006,0.0
29,6,1.6089216470718384,0.556648688071508,False,83.33333333333334,83.33333333333334,0.0,False,1.6089216470718384,0.0
29,7,1.9221162796020508,0.6650065945154111,True,100.0,83.33333333333334,16.666666666666657,True,1.9221162796020508,16.666666666666657
29,8,1.459639549255371,0.5050006267421494,False,83.33333333333334,83.33333333333334,0.0,False,1.459639549255371,0.0
29,9,1.6898425817489624,0.6800426816408299,False,83.33333333333334,83.33333333333334,0.0,False,1.6898425817489624,0.0
29,10,1.3163577318191528,0.5132100281004837,False,83.33333333333334,83.33333333333334,0.0,False,1.3163577318191528,0.0
29,11,1.190382957458496,0.46409608595024543,True,100.0,83.33333333333334,16.666666666666657,True,1.190382957458496,16.666666666666657
29,13,1.2249897718429565,0.47758828776849493,False,66.66666666666666,83.33333333333334,-16.666666666666686,False,1.2249897718429565,-16.666666666666686
30,3,1.7907285690307617,0.7206421895903162,False,42.857142857142854,57.14285714285714,-14.285714285714285,False,1.7907285690307617,-14.285714285714285
30,5,1.7907285690307617,0.7206421895903162,False,42.857142857142854,57.14285714285714,-14.285714285714285,False,1.7907285690307617,-14.285714285714285
30,7,1.7907285690307617,0.7206421895903162,False,85.71428571428571,57.14285714285714,28.57142857142857,True,1.7907285690307617,28.57142857142857
30,8,1.7195978164672852,0.6202138105352105,False,57.14285714285714,57.14285714285714,0.0,False,1.7195978164672852,0.0
30,9,0.03095329739153385,0.044656168645927176,False,57.14285714285714,57.14285714285714,0.0,False,0.03095329739153385,0.0
30,11,1.8525259494781494,0.6681575001075611,False,57.14285714285714,57.14285714285714,0.0,False,1.8525259494781494,0.0
31,3,0.0477895513176918,0.06894574869234259,False,0.0,60.0,-60.0,False,0.0477895513176918,-60.0
31,4,1.1348074674606323,0.49284062114075666,False,60.0,60.0,0.0,False,1.1348074674606323,0.0
31,5,1.1348074674606323,0.49284062114075666,False,60.0,60.0,0.0,False,1.1348074674606323,0.0
31,6,1.1348074674606323,0.49284062114075666,False,60.0,60.0,0.0,False,1.1348074674606323,0.0
31,7,0.0477895513176918,0.06894574869234259,False,0.0,60.0,-60.0,False,0.0477895513176918,-60.0
31,10,1.0797020196914673,0.46890862925180044,False,80.0,60.0,20.0,True,1.0797020196914673,20.0
31,11,1.0797020196914673,0.46890862925180044,False,60.0,60.0,0.0,False,1.0797020196914673,0.0
31,12,1.0797020196914673,0.46890862925180044,False,60.0,60.0,0.0,False,1.0797020196914673,0.0
33,2,1.262355923652649,0.49215627590478805,False,81.81818181818181,81.81818181818181,0.0,False,1.262355923652649,0.0
33,3,0.8730380535125732,0.3403724330747006,False,72.72727272727273,81.81818181818181,-9.09090909090908,False,0.8730380535125732,-9.09090909090908
33,5,1.1665301322937012,0.4694462596384551,False,81.81818181818181,81.81818181818181,0.0,False,1.1665301322937012,0.0
33,6,1.262355923652649,0.49215627590478805,False,90.9090909090909,81.81818181818181,9.090909090909093,False,1.262355923652649,9.090909090909093
33,7,0.8730380535125732,0.3403724330747006,False,90.9090909090909,81.81818181818181,9.090909090909093,False,0.8730380535125732,9.090909090909093
33,9,1.1665301322937012,0.4694462596384551,False,90.9090909090909,81.81818181818181,9.090909090909093,False,1.1665301322937012,9.090909090909093
33,11,1.1665301322937012,0.4694462596384551,False,90.9090909090909,81.81818181818181,9.090909090909093,False,1.1665301322937012,9.090909090909093
33,14,1.262355923652649,0.49215627590478805,False,72.72727272727273,81.81818181818181,-9.09090909090908,False,1.262355923652649,-9.09090909090908
34,1,1.3386576175689697,0.5387154554410232,False,0.0,0.0,0.0,False,1.3386576175689697,0.0
34,3,1.3386576175689697,0.5387154554410232,False,0.0,0.0,0.0,False,1.3386576175689697,0.0
34,4,1.3286992311477661,0.4596983856896304,False,0.0,0.0,0.0,False,1.3286992311477661,0.0
34,5,1.3089380264282227,0.45286147806155175,False,0.0,0.0,0.0,False,1.3089380264282227,0.0
34,6,1.3290703296661377,0.4598267769657207,False,0.0,0.0,0.0,False,1.3290703296661377,0.0
34,7,1.2033048868179321,0.4163149198820674,False,0.0,0.0,0.0,False,1.2033048868179321,0.0
34,8,0.0753927230834961,0.1087687077116747,False,0.0,0.0,0.0,False,0.0753927230834961,0.0
35,1,1.081153154373169,0.4350880361905778,False,60.0,40.0,20.0,True,1.081153154373169,20.0
35,3,1.170700192451477,0.4711244152979973,False,40.0,40.0,0.0,False,1.170700192451477,0.0
35,5,1.081153154373169,0.4350880361905778,False,60.0,40.0,20.0,True,1.081153154373169,20.0
35,6,1.1679418087005615,0.4212459638647966,False,60.0,40.0,20.0,True,1.1679418087005615,20.0
35,7,1.9553520679473877,0.705244182904919,False,40.0,40.0,0.0,False,1.9553520679473877,0.0
35,8,1.8666024208068848,0.6732345139523567,False,40.0,40.0,0.0,False,1.8666024208068848,0.0
35,9,0.06190112233161926,0.08930444221328818,False,40.0,40.0,0.0,False,0.06190112233161926,0.0
35,10,1.7595106363296509,0.634609317356043,False,40.0,40.0,0.0,False,1.7595106363296509,0.0
36,1,0.5369091629981995,0.21606814205435276,True,100.0,90.0,10.0,False,0.5369091629981995,10.0
36,2,1.1377724409103394,0.41036466454036946,False,90.0,90.0,0.0,False,1.1377724409103394,0.0
36,3,0.06304965913295746,0.09096143056085727,True,100.0,90.0,10.0,False,0.06304965913295746,10.0
36,4,1.094628095626831,0.3948036312946398,True,100.0,90.0,10.0,False,1.094628095626831,10.0
37,1,0.7825695872306824,0.31492916939050697,False,83.33333333333334,66.66666666666666,16.666666666666686,True,0.7825695872306824,16.666666666666686
37,2,1.4256922006607056,0.4759077482479213,False,66.66666666666666,66.66666666666666,0.0,False,1.4256922006607056,0.0
38,1,0.6081275939941406,0.24472854706474506,False,66.66666666666666,66.66666666666666,0.0,False,0.6081275939941406,0.0
38,2,2.415968418121338,0.8205190989576187,False,66.66666666666666,66.66666666666666,0.0,False,2.415968418121338,0.0
38,3,2.440908908843994,0.8289894700195167,False,66.66666666666666,66.66666666666666,0.0,False,2.440908908843994,0.0
38,4,0.032554298639297485,0.04696592520653281,False,83.33333333333334,66.66666666666666,16.666666666666686,True,0.032554298639297485,16.666666666666686
38,5,2.359081506729126,0.8011989799825885,False,66.66666666666666,66.66666666666666,0.0,False,2.359081506729126,0.0
38,6,1.935759425163269,0.7790068996468814,False,66.66666666666666,66.66666666666666,0.0,False,1.935759425163269,0.0
38,7,2.4310803413391113,0.8256514597654665,False,66.66666666666666,66.66666666666666,0.0,False,2.4310803413391113,0.0
38,8,2.4688572883605957,0.8384813901151111,False,0.0,66.66666666666666,-66.66666666666666,False,2.4688572883605957,-66.66666666666666
39,1,1.545759677886963,0.6220594556414581,False,60.0,60.0,0.0,False,1.545759677886963,0.0
39,2,1.4043004512786865,0.6391246783618153,False,90.0,60.0,30.0,True,1.4043004512786865,30.0
39,3,0.4246576428413391,0.19327002220053816,False,70.0,60.0,10.0,False,0.4246576428413391,10.0
40,1,1.2685377597808838,0.5104971488120525,False,37.5,12.5,25.0,True,1.2685377597808838,25.0
40,2,1.2552709579467773,0.4263192298527918,False,12.5,12.5,0.0,False,1.2552709579467773,0.0
41,1,1.3867491483688354,0.5580689111549304,False,81.81818181818181,72.72727272727273,9.09090909090908,False,1.3867491483688354,9.09090909090908
41,2,1.385361671447754,0.5401126799707305,False,81.81818181818181,72.72727272727273,9.09090909090908,False,1.385361671447754,9.09090909090908
41,3,1.2054108381271362,0.4699550245000158,False,81.81818181818181,72.72727272727273,9.09090909090908,False,1.2054108381271362,9.09090909090908
41,4,1.1694223880767822,0.3971630576660282,False,81.81818181818181,72.72727272727273,9.09090909090908,False,1.1694223880767822,9.09090909090908
41,5,1.547025203704834,0.5254057613864326,False,72.72727272727273,72.72727272727273,0.0,False,1.547025203704834,0.0
42,13,1.508898377418518,0.6072253770769416,False,60.0,4.000000000000001,56.0,True,1.508898377418518,56.0
42,14,0.6488521099090576,0.3621312576004429,False,40.0,4.000000000000001,36.0,True,0.6488521099090576,36.0
42,15,1.4955899715423584,0.6018696805652456,False,40.0,4.000000000000001,36.0,True,1.4955899715423584,36.0
42,16,1.5555877685546875,0.606478940424076,False,40.0,4.000000000000001,36.0,True,1.5555877685546875,36.0
42,17,1.6613304615020752,0.6477049757996979,False,60.0,4.000000000000001,56.0,True,1.6613304615020752,56.0
42,19,1.633702039718628,0.576625139489041,False,40.0,4.000000000000001,36.0,True,1.633702039718628,36.0
42,20,0.04792588949203491,0.06914244310035125,False,60.0,4.000000000000001,56.0,True,0.04792588949203491,56.0
42,23,1.4955899715423584,0.6018696805652456,False,60.0,4.000000000000001,56.0,True,1.4955899715423584,56.0
43,1,1.275012493133545,0.513102773193642,False,40.0,40.0,0.0,False,1.275012493133545,0.0
43,2,0.9949769973754883,0.3379173433090342,False,40.0,40.0,0.0,False,0.9949769973754883,0.0
43,3,0.8751670122146606,0.2972270841430095,False,40.0,40.0,0.0,False,0.8751670122146606,0.0
43,4,2.1313116550445557,0.723843037714411,False,20.0,40.0,-20.0,False,2.1313116550445557,-20.0
44,1,2.0213234424591064,0.8134403932765666,False,60.0,60.0,0.0,False,2.0213234424591064,0.0
44,2,1.5212576389312744,0.5930946100381581,False,80.0,60.0,20.0,True,1.5212576389312744,20.0
44,4,2.0213234424591064,0.8134403932765666,False,80.0,60.0,20.0,True,2.0213234424591064,20.0
44,5,0.7395538091659546,0.24686912635506778,False,40.0,60.0,-20.0,False,0.7395538091659546,-20.0
44,6,1.1406954526901245,0.38077349660384,False,60.0,60.0,0.0,False,1.1406954526901245,0.0
45,2,1.1574394702911377,0.4004465747802668,False,66.66666666666666,66.66666666666666,0.0,False,1.1574394702911377,0.0
45,3,1.6127604246139526,0.6490225396400887,False,66.66666666666666,66.66666666666666,0.0,False,1.6127604246139526,0.0
45,5,1.4418573379516602,0.5802460780869463,False,66.66666666666666,66.66666666666666,0.0,False,1.4418573379516602,0.0
45,7,1.4418573379516602,0.5802460780869463,False,5.555555555555555,66.66666666666666,-61.1111111111111,False,1.4418573379516602,-61.1111111111111
45,10,1.1574394702911377,0.4004465747802668,False,66.66666666666666,66.66666666666666,0.0,False,1.1574394702911377,0.0
47,1,0.3536067306995392,0.14230181674217304,False,62.5,62.5,0.0,False,0.3536067306995392,0.0
47,2,1.1592626571655273,0.6469968079281162,False,62.5,62.5,0.0,False,1.1592626571655273,0.0
47,3,0.04924090951681137,0.07103961596876593,False,62.5,62.5,0.0,False,0.04924090951681137,0.0
48,1,1.2849377393722534,0.5170969861108777,True,100.0,75.0,25.0,True,1.2849377393722534,25.0
48,2,0.9194505214691162,0.33162167691656635,False,75.0,75.0,0.0,False,0.9194505214691162,0.0
48,3,0.8574531078338623,0.3092608366166857,False,75.0,75.0,0.0,False,0.8574531078338623,0.0
49,1,0.8583083152770996,0.3454086757546108,False,0.0,25.0,-25.0,False,0.8583083152770996,-25.0
49,2,1.8732380867004395,0.6361952480437364,False,12.5,25.0,-12.5,False,1.8732380867004395,-12.5
49,3,0.08977942913770676,0.12952433719081163,False,25.0,25.0,0.0,False,0.08977942913770676,0.0
50,1,1.4763426780700684,0.5941239998677706,False,80.0,80.0,0.0,False,1.4763426780700684,0.0
50,3,1.4763426780700684,0.5941239998677706,False,80.0,80.0,0.0,False,1.4763426780700684,0.0
50,4,1.5107673406600952,0.5890047443881161,False,80.0,80.0,0.0,False,1.5107673406600952,0.0
50,5,1.4763426780700684,0.5941239998677706,False,80.0,80.0,0.0,False,1.4763426780700684,0.0
50,6,1.0563709735870361,0.37285260420052424,False,80.0,80.0,0.0,False,1.0563709735870361,0.0
50,7,0.939868688583374,0.33173240926424397,False,60.0,80.0,-20.0,False,0.939868688583374,-20.0
